,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,factivaHits,webHits,tvRadio,recentEarnings,recentSales,recentBudget,gdp,budget,assets,totalCompensation,salary,bonus,stockOptions,population,audienceWeb,audiencePrint,audienceTv,employees,following,category,previousRank,csfDisplayFields,suppressOnProfiles,organization,title,employment
0,Billionaires,2002,3,bill-gates,"The World's Richest Man's fortune may be $10 billion less than it was two years ago at the height of the bull market, but his wealth still averages out to 62 cents of earnings for every second of Microsoft's existence. Chairman and chief software architect continues to push Microsoft ahead, past government inquiries and competitors. Still can't quite shake monopolist charges: vanquished Netscape, now under AOL umbrella, pursuing legal action, maintaining Microsoft fought unfairly during web browser war. In spare time said to enjoy touring African wilderness, but isn't taking very much time off: This past year led Microsoft on a half-billion dollar introduction of Xbox in an attempt to shoulder into videogame market; introduced updated operating system, Windows XP.",1,billionaires,52800.0,0.0,1.0,"{'name': 'Bill Gates', 'uri': 'bill-gates', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161'}",True,Bill Gates,46.0,United States,Washington,Medina,,['Technology'],United States,1337117056921,1337117108804,0.0,0.0,0.0,0.0,0,faris/5/2002/5772,1,True,-5900.0,-10.051107325383299,False,D,M,-447451200000.0,225.0,Gates,William,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwslMH,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Billionaires,2002,3,warren-buffett,"After missing much of the tech-bubble, and its brutal fallout, Buffett's back-to-basics investing philosophy is commanding new respect. Berkshire Hathaway shares up 14% since Sept. 11, despite $2.4 billion blow against his reinsurance businesses following the terror attacks. Still, the Oracle of Omaha excels at finding stodgy but promising opportunities. Educated under value-guru Benjamin Graham at Columbia U., Buffett started first investment partnership at age 25. Later, with partner Charlie Munger, scouted out underpriced business to buy.",2,billionaires,35000.0,,,"{'name': 'Warren Buffett', 'uri': 'warren-buffett', 'squareImage': '//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082'}",True,Warren Buffett,71.0,United States,Nebraska,Omaha,,['Investments'],United States,1309538164599,1309538203656,,,,,0,faris/5/2002/5381,2,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsorO,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2,Billionaires,2002,3,paul-allen,Microsoft cofounder no longer on the board but still believed to hold large stake in company. Now concentarting on cable companies like Charter Communications and portfolio of Pacific Northwest sports teams.,4,billionaires,25200.0,0.0,3.0,"{'name': 'Paul Allen', 'uri': 'paul-allen', 'imageExists': True, 'squareImage': 'http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601'}",True,Paul Allen,49.0,United States,Washington,Mercer Island,,['Technology'],United States,1337117314968,1337117369563,0.0,0.0,0.0,0.0,0,faris/5/2002/5729,4,True,-5200.0,-17.10526315789474,False,D,M,-534711600000.0,225.0,Allen,Paul,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwswYd,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601,False,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Billionaires,2002,3,larry-ellison,"Founder of Oracle Corp., world's second-largest software company known for its enterprise-wide database products. Often-mercurial stances have populated Silicon Valley with a legion of talented, spurned lieutenants.",5,billionaires,23500.0,,,"{'name': 'Lawrence Ellison', 'uri': 'larry-ellison', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184'}",True,Lawrence Ellison,57.0,United States,California,Atherton,,['Software'],United States,1309538159766,1309538200710,,,,,0,faris/5/2002/5574,5,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbB,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4,Billionaires,2002,3,jim-walton,"Son of Sam Walton (d. 1992), founder of Wal-Mart store chain, now world's biggest retailer. Jim is now chief executive of Arvest Group, a collection of community banks.",6,billionaires,20800.0,,,"{'name': 'Jim Walton', 'uri': 'jim-walton', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/416x416.jpg?background=000000&cropX1=49&cropX2=934&cropY1=65&cropY2=951'}",True,Jim Walton,54.0,United States,Arkansas,Bentonville,,['Retail'],United States,1309538256479,1309538416627,,,,,0,faris/5/2002/5720,6,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsnnU,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/416x416.jpg?background=000000&cropX1=49&cropX2=934&cropY1=65&cropY2=951,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5,Billionaires,2002,3,alice-walton,"The daughter of Wal-Mart founder Sam Walton (d. 1992) shares in family's massive stock holding. An active equestrian, she lives on a Texas ranch and avoids publicity.",8,billionaires,20500.0,,,"{'name': 'Alice Walton', 'uri': 'alice-walton', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7ef270a7ea434b351bca52/416x416.jpg?background=000000&cropX1=232&cropX2=998&cropY1=222&cropY2=988'}",True,Alice Walton,53.0,United States,Texas,Fort Worth,,['Retail'],United States,1309538198292,1309538218622,,,,,0,faris/5/2002/5722,8,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsm32,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5c7ef270a7ea434b351bca52/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7ef270a7ea434b351bca52/416x416.jpg?background=000000&cropX1=232&cropX2=998&cropY1=222&cropY2=988,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6,Billionaires,2002,3,rob-walton,"Son of Sam Walton (d. 1992), founder of Wal-Mart store chain. Rob helped plan 1970 IPO, and has been a director since 1978. Now serves as chairman.",8,billionaires,20500.0,,,"{'name': 'S. Robson Walton', 'uri': 'rob-walton', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=244&cropX2=1841&cropY1=60&cropY2=1658'}",True,S. Robson Walton,58.0,United States,Arkansas,Bentonville,,['Retail'],United States,1309538604875,1309538632375,,,,,0,faris/5/2002/5716,9,True,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsorQ,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=244&cropX2=1841&cropY1=60&cropY2=1658,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7,Billionaires,2002,3,prince-alwaleed-bin-talal-alsaud,"The wealthiest individual investor outside the U.S. made headlines last October. That&#39s when then New York Mayor Rudolph Giuliani refused to accept the Prince&#39s $10 million gift for Sept. 11 victims because of written comments from the Prince suggesting the U.S. reexamine its policies in the Middle East. Undeterred, Prince Alwaleed continued to invest in U.S. stocks, boosting his Priceline.com stake to 5.4%. Nearly half his fortune is tied up in his 3.8% of Citigroup&#8211;his biggest home run investment to date.",11,billionaires,20000.0,,,"{'name': 'Prince Alwaleed Bin Talal Alsaud', 'uri': 'prince-alwaleed-bin-talal-alsaud', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/416x416.jpg?background=000000&cropX1=950&cropX2=4271&cropY1=14&cropY2=3334'}",True,Prince Alwaleed Bin Talal Alsaud,45.0,Saudi Arabia,,Riyadh,,['Investments'],Saudi Arabia,1309539708599,1309539731040,,,,,0,faris/5/2002/4268,11,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1rodoJU,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/416x416.jpg?background=000000&cropX1=950&cropX2=4271&cropY1=14&cropY2=3334,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8,Billionaires,2002,3,johanna-quandt,"Johanna and children, Susanne and Stephan, are still holding tight to their lucrative 50% stake in luxury-car maker BMW. Despite the economic downturn, BMW had the most successful year in the group's history, achieving record sales, up 7%. The Quandt family also owns 19% of Gemplus, the world's leading smart-card vendor, and half of pharma and chemical producer Altana. Though exceedingly publicity-shy, they are well known for their philanthropy through the Herbert Quandt Foundation, established in 1980 to promote academic, scientific and cultural research and development throughout the world.",12,billionaires,18400.0,,,"{'name': 'Johanna Quandt', 'uri': 'johanna-quandt'}",True,Johanna Quandt,74.0,Germany,,Bad Homburg,,['Manufacturing'],Germany,1309538283026,1309538349150,,,,,0,faris/5/2002/4950,12,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTr92,http://onforb.es/1IR71XC,1014958800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9,Billionaires,2002,3,liliane-bettencourt,"Still the richest person in France. The 79-year-old daughter of L'Oreal founder Eugene Schueller remains adamant about keeping most of the company in private hands to ensure ""stability."" Despite limited pressure to reform L'Oreal's ownership structure, she will likely get her way.  Bettencourt controls L'Oreal via a 51% stake in Gesparal, a holding company that owns 53.7% of L'Oreal.  Nestle owns the remaining 49% of Gesparal.",13,billionaires,14900.0,,,"{'name': 'Liliane Bettencourt', 'uri': 'liliane-bettencourt', 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741'}",True,Liliane Bettencourt,79.0,France,,Paris,,['Manufacturing'],France,1309539263271,1309539279813,,,,,0,faris/5/2002/4570,13,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbt,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
