,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,factivaHits,webHits,tvRadio,recentEarnings,recentSales,recentBudget,gdp,budget,assets,totalCompensation,salary,bonus,stockOptions,population,audienceWeb,audiencePrint,audienceTv,employees,following,previousRank,csfDisplayFields,suppressOnProfiles,category,title,organization,employment,portraitImage,landscapeImage
0,Billionaires,2005,3,bill-gates,"Gates was given honorary knighthood in March, but don&#39t call him Sir William: title only good for citizens of the Commonwealth. No problem, Bill staying plenty busy pressing Microsoft beyond PCs into television set-top boxes, games, cell phones. &#8220;Software is where the action is,&#8221; Gates proclaimed to company researchers last August. Competition from rival open source operating system, Linux, stalling Microsoft&#8217;s growth in the server market, but desktop dominance intact: Windows installed in 94% of PCs being sold. Next version, Longhorn, should be ready in 2006. Microsoft, meanwhile, pursuing online music, photos, search software. Gates methodically diversifying wealth: sells 20 million shares each quarter, reinvests through Cascade Investment in nontech companies, including big stakes in Cox Communications, Canadian National Railway, Republic Services. World&#8217;s biggest philanthropist also devoting $27 billion to good deeds. Bill &#38; Melinda Gates Foundation fights infectious diseases (hepatitis B, AIDS), funds vaccine development, helps high schools.",1,billionaires,46500.0,0.0,1.0,"{'name': 'Bill Gates', 'uri': 'bill-gates', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161'}",True,Bill Gates,49.0,United States,Washington,Medina,,['Technology'],United States,1337117037656,1337117108086,0.0,0.0,0.0,0.0,0,faris/5/2005/5772,1,True,-100.0,-0.21459227467811104,False,D,M,-447451200000.0,225.0,Gates,William,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwslMH,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Billionaires,2005,3,warren-buffett,"Newspaper delivery boy filed first 1040 at age 13; claimed $35 deduction for bicycle. Studied under Benjamin Graham at Columbia. Applied value-investing principles to build Berkshire Hathaway to $133 billion (market cap) holding company: insurance, energy, carpets, jewelry, furniture, paint (Benjamin Moore), apparel (Fruit of the Loom). Also big stakes in American Express, Coca-Cola, Gillette (now set to merge with Procter &#38; Gamble). Admits Berkshire&#8217;s $30 billion-plus cash hoard is underutilized: &#8220;It&#8217;s a painful condition to be in, but not as painful as doing something stupid &#8230; [Vice Chairman] Charlie [Munger] and I detest taking even small risks.&#8221; Recent bets include Pier One Imports, Comcast, food distributor McLane. Bought mobile-home maker Clayton Homes after reading autobiography by company founder. &#8220;If we fail, we will have no excuses.&#8221; Since taking control of Berkshire has delivered compound annual return of 24%. Outspoken opponent of Bush tax cuts, courted as adviser to pols Arnold Schwarzenegger and John Kerry. Critic of lax corporate governance, became target of failed campaign to vote him off Coca-Cola board. Fanatical supporters still far outnumber critics: Berkshire&#8217;s folksy annual meeting crowds routinely top 15,000.",2,billionaires,44000.0,,,"{'name': 'Warren Buffett', 'uri': 'warren-buffett', 'squareImage': '//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082'}",True,Warren Buffett,74.0,United States,Nebraska,Omaha,,['Investments'],United States,1309538153117,1309538201562,,,,,0,faris/5/2005/5381,2,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsorO,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2,Billionaires,2005,3,lakshmi-mittal,"Coming-out year for the steel titan, who now oversees the world&#39s largest steel company, Mittal Steel. In December he merged his Ispat International with Ohio-based International Steel Group. Owns 88% of the $31.5 billion (sales) company. Recently shelled out $100 million for a new 12-bedroom mansion in London&#39s posh Kensington neighborhood. Also reportedly dropped $60 million to host his daughter&#8217;s five-day-long wedding celebration in Versailles last summer.",3,billionaires,25000.0,,,"{'name': 'Lakshmi Mittal', 'uri': 'lakshmi-mittal', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6345b68ac253491e1cb3f62c/416x416.jpg?background=000000&cropX1=492&cropX2=1966&cropY1=36&cropY2=1509'}",True,Lakshmi Mittal,54.0,United Kingdom,,London,,['Manufacturing'],India,1309538179520,1309538203281,,,,,0,faris/5/2005/4861,3,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsxeJ,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/6345b68ac253491e1cb3f62c/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/6345b68ac253491e1cb3f62c/416x416.jpg?background=000000&cropX1=492&cropX2=1966&cropY1=36&cropY2=1509,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
3,Billionaires,2005,3,carlos-slim-helu,"Just call him Midas. Latin America&#8217;s richest man upped his wealth this year by an incredible $10 billion, thanks to a growing and diverse empire that includes holdings in retail, banking and insurance, and auto parts manufacturing. Shares of his flagship wireless telecom outfit, Am&#233;rica Movil, soared 76% during the year. And his fixed-line operator, Telefonos de Mexico, or Telmex, is reportedly gearing up to double its customer base this year, primarily in Mexico, by signing up 600,000 million broadband Internet subscribers. As one of its largest shareholders, Slim was purportedly contemplating taking MCI private&#8212;until Verizon bid to acquire the beaten-down phone company in February. Said to have one of Latin America&#8217;s largest collections of Rodin sculptures; is also the founder of Foundation of the Historic Center of Mexico City, dedicated to restoring colonial buildings in Mexico City&#39s historic city center.",4,billionaires,23800.0,,,"{'name': 'Carlos Slim Helu & family', 'uri': 'carlos-slim-helu', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395'}",True,Carlos Slim Helu & family,65.0,Mexico,,Mexico City,,,Mexico,1309538143759,1309538162556,,,,,0,faris/5/2005/4466,4,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsjo9,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
4,Billionaires,2005,3,prince-alwaleed-bin-talal-alsaud,"This savvy global investor and nephew of the Saudi king continues to thrive on deal-making&#8212;in addition to a dash of pro-American political crusading. His fortune, anchored by a $10 billion stake in Citigroup, was lifted in part by a 116% rise in the Saudi stock market in 2004. Last year he unloaded his half of New York&#8217;s Plaza Hotel and plowed the profits into buying stakes in London&#8217;s Savoy Hotel and Monaco&#8217;s Monte Carlo Grand. In January he helped bail out an ailing Disneyland-Paris with a $30 million cash injection. A vocal supporter of women&#8217;s rights, he hired the first female airplane pilot in Saudi Arabia, a country where women still can&#8217;t legally drive. Clearly pleased with his stock picking prowess, he took out ads on CNN touting his holdings. &#8220;We&#8217;re telling the market all these companies are number one in their field,&#8221; crows Alwaleed.",5,billionaires,23700.0,,,"{'name': 'Prince Alwaleed Bin Talal Alsaud', 'uri': 'prince-alwaleed-bin-talal-alsaud', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/416x416.jpg?background=000000&cropX1=950&cropX2=4271&cropY1=14&cropY2=3334'}",True,Prince Alwaleed Bin Talal Alsaud,48.0,Saudi Arabia,,Riyadh,,['Investments'],Saudi Arabia,1309539701361,1309539731045,,,,,0,faris/5/2005/4268,5,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1rodoJU,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/416x416.jpg?background=000000&cropX1=950&cropX2=4271&cropY1=14&cropY2=3334,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
5,Billionaires,2005,3,ingvar-kamprad,"Founder and owner of $16.4 billion (sales) IKEA, the preferred furniture company for the hip and cost-conscious. Cultlike following: store openings draw huge, occasionaly unruly crowds, sometimes resulting in stampedes or in one case two deaths. Stories of Kamprad parsimony abound: He reportedly flies economy, stays in cheap hotels and so on. But he doesn&#8217;t deprive himself entirely: owns a posh villa in Sweden, a 17-hectare winery in Provence and lives in wealthy-friendly Switzerland rather than Sweden.",6,billionaires,23000.0,,,"{'name': 'Ingvar Kamprad & family', 'uri': 'ingvar-kamprad'}",True,Ingvar Kamprad & family,78.0,Switzerland,,Lausanne,,['Retail'],Sweden,1309540618192,1309540656184,,,,,0,faris/5/2005/4516,6,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOU2I2,http://onforb.es/1IR71XC,1109653200000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
6,Billionaires,2005,3,paul-allen,"Microsoft cofounder still a believer in &#8220;wired world,&#8221; though these days jettisoning investments like TechTV in favor of biotech. Stock in cable company Charter Communications languishing, thanks to an assist from the indictment of 4 executives on charges of inflating company&#8217;s results. Other misfortune with investment in troubled telecom provider RCN; last year sold stake at big loss. Still managing to have a good time elsewhere. Owns pro football&#8217;s Seattle Seahawks, basketball&#8217;s Portland Trail Blazers. Financial backer of SpaceShipOne, first to launch private flight into suborbital space. Added Science Fiction Museum to his Experience Music Project in Seattle; includes captain&#8217;s chair from the original Star Trek. Other captain&#8217;s chair sits high atop the Octopus, 413-foot yacht armed with 2 helicopters and a 60-foot submarine. His Paul G. Allen Family Foundation has donated heavily to education, art and science causes. Joined buddy Bill Gates in 1975, left the company in 1983 to fight Hodgkin&#8217;s disease. Has been slowly selling off Microsoft stake ever since.",7,billionaires,21000.0,0.0,3.0,"{'name': 'Paul Allen', 'uri': 'paul-allen', 'imageExists': True, 'squareImage': 'http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601'}",True,Paul Allen,52.0,United States,Washington,Mercer Island,,['Technology'],United States,1337117310109,1337117369262,0.0,0.0,0.0,0.0,0,faris/5/2005/5729,7,True,0.0,0.0,False,E,M,-534711600000.0,225.0,Allen,Paul,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwswYd,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Billionaires,2005,3,karl-albrecht,"Richest man in Germany. With younger brother, Theo, turned mother&#8217;s corner grocery store into discount supermarket giant Aldi. Now has 7,000 stores and estimated $50 billion in sales. Karl used to manage more profitable southern half of Aldi&#8217;s Germany business, but has since retired. Fiercely private, he apparently loves golf and raises orchids.",8,billionaires,18500.0,,,"{'name': 'Karl Albrecht', 'uri': 'karl-albrecht', 'imageExists': False}",True,Karl Albrecht,85.0,Germany,,M?lheim an der Ruhr,,['Retail'],Germany,1309538330003,1309538410510,,,,,0,faris/5/2005/7450,8,False,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1kMFbAp,http://onforb.es/1IR71XC,1109653200000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
8,Billionaires,2005,3,larry-ellison,"Chicago native cofounded database software firm Oracle in 1977, took public in 1986, one day before Microsoft; nipping at rival&#8217;s heels ever since. Touts Darwinian view of software industry, decreeing that all but the largest players are doomed. Just as competitive on the high seas: tenacious competitor in the America&#8217;s Cup; his BMW Oracle Racing team looks to be in fighting trim leading up to the 2007 race. Visionary very attached to his own vision of things: gave exclusive access to biographer in exchange for being allowed to pepper the book with footnotes giving his own version of events. Latest footnote: adding PeopleSoft to Oracle&#39s arsenal.",9,billionaires,18400.0,,,"{'name': 'Lawrence Ellison', 'uri': 'larry-ellison', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184'}",True,Lawrence Ellison,60.0,United States,California,Silicon Valley,,['Software'],United States,1309538152153,1309538199683,,,,,0,faris/5/2005/5574,9,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbB,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
9,Billionaires,2005,3,rob-walton,"Eldest son of Sam Walton (d. 1992), legendary merchant who opened first discount store in Rogers, Ark. in 1962. Took Wal-Mart public 1970; explosive growth. Wal-Mart now world&#8217;s largest retailer, with more than 5,000 stores. Serves as Wal-Mart chairman. Retail giant now selling softer side after barrage of criticism over poor worker benefits, strong-arming suppliers. Family donates via Walton Family Foundation.",10,billionaires,18300.0,,,"{'name': 'S. Robson Walton', 'uri': 'rob-walton', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=244&cropX2=1841&cropY1=60&cropY2=1658'}",True,S. Robson Walton,61.0,United States,Arkansas,Bentonville,,['Retail'],United States,1309538596715,1309538632373,,,,,0,faris/5/2005/5716,10,True,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsorQ,http://onforb.es/1IR71XC,1109653200000,False,False,http://specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=244&cropX2=1841&cropY1=60&cropY2=1658,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
