,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,category,state,organization,title,employment,previousRank,csfDisplayFields,suppressOnProfiles,numberOfSiblings,numberOfSiblingsEst,premiumProfile,embargo,portraitImage,landscapeImage,residenceStateRegion,residenceMsa,parentListUri
0,Billionaires,2010,3,carlos-slim-helu,"Telecom tycoon who pounced on privatization of Mexico's national telephone company in the 1990s becomes world's richest person for first time after coming in third place last year. Net worth up $18.5 billion in a year. Recently received regulatory approval to merge his fixed-line assets into American Movil, Latin America's biggest mobile phone company. His construction conglomerate, Impulsora del Desarrollo y el Empleo, builds roads and energy infrastructure. Son of a Lebanese immigrant also owns stakes in financial group Inbursa, Bronco Drilling, Independent News &#38; Media, Saks and New York Times Co. Newspaper outfit's stock popped in early March on talk he might buy a controlling stake; he denies the rumor. Donating $65 million to fund a research project in genomic medicine with American billionaire philanthropist Eli Broad.",1,billionaires,53500.0,0,1.0,"{'name': 'Carlos Slim Helu & family', 'uri': 'carlos-slim-helu', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395'}",True,Carlos Slim Helu & family,70.0,Mexico,Mexico City,telecom,['Telecom'],Mexico,1320248192265,1320248183983,0.0,0.0,0.0,0.0,0.0,faris/5/2010/4466,1,True,18500.0,52.85714285714283,False,U,M,-944420400000.0,224.0,Slim Helu,Carlos,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsjo9,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395,False,,,,,,,,,,,,,,,,,
1,Billionaires,2010,3,bill-gates,"Software visionary is now the world's second-richest man. Net worth still up $13 billion in a year as Microsoft shares rose 50% in 12 months, value of investment vehicle Cascade swelled. More than 60% of fortune held outside Microsoft; investments include Four Seasons hotels, Televisa, Auto Nation. Stepped down from day-to-day duties at Microsoft in 2008 to focus on philanthropy. Bill &#38; Melinda Gates Foundation dedicated to fighting hunger, improving education in America's high schools, developing vaccines against malaria, tuberculosis and AIDS.",2,billionaires,53000.0,0,1.0,"{'name': 'Bill Gates', 'uri': 'bill-gates', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161'}",True,Bill Gates,54.0,United States,Medina,Microsoft,['Technology                    '],United States,1347995479921,1347995546804,0.0,0.0,0.0,0.0,0.0,faris/5/2010/5772,2,True,13000.0,32.5,False,U,M,-447451200000.0,225.0,Gates,William,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwslMH,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161,False,Technology,Washington,Bill & Melinda Gates Foundation,Co-Chair,"{'name': 'Bill &#38; Melinda Gates Foundation', 'title': 'Co-Chair', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",,,,,,,,,,,,
2,Billionaires,2010,3,warren-buffett,"America's favorite investor up $10 billion in past 12 months on surging Berkshire Hathaway shares; says U.S. has survived economic ""Pearl Harbor,"" but warns recovery will be slow. Shrewdly invested $5 billion in Goldman Sachs and $3 billion in General Electric amid 2008 market collapse. Recently acquired railroad giant Burlington Northern Santa Fe for $26 billion. ""We've put a lot of money to work during the chaos of the last two years. When it's raining gold, reach for a bucket, not a thimble."" Berkshire Hathaway book value was up 19.8% to $21.8 billion in 2009. Son of Nebraska stockbroker met value investor Benjamin Graham while studying economics at Columbia. Took over textile firm Berkshire Hathaway in 1965, used company as a vehicle to invest in insurance (Geico), food (Dairy Queen), utilities (MidAmerican Energy) and recently green tech (electric-car maker BYD).",3,billionaires,47000.0,0,2.0,"{'name': 'Warren Buffett', 'uri': 'warren-buffett', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082'}",True,Warren Buffett,79.0,United States,Omaha,Berkshire Hathaway,['Investments                   '],United States,1347995801312,1347995863482,0.0,0.0,0.0,0.0,0.0,faris/5/2010/5381,3,True,10000.0,27.027027027027017,False,U,M,-1241467200000.0,225.0,Buffett,Warren,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsorO,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082,False,Investments,Nebraska,Berkshire Hathaway,Chairman,"{'name': 'Berkshire Hathaway', 'uri': 'companies/berkshire-hathaway', 'title': 'Chairman', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",,,,,,,,,,,,
3,Billionaires,2010,3,mukesh-ambani,"Global ambitions: His Reliance Industries, already India's most valuable company, recently bid $2 billion for 65% stake in troubled Canadian oil sands outfit Value Creation. Firm's $14.5 billion offer to buy bankrupt petrochemicals maker LyondellBasell was rejected. Since September company has sold treasury shares worth $2 billion to be used for acquisitions. Late father, Dhirubhai, founded Reliance and built it into a massive conglomerate. After he died, Mukesh and his brother, Anil, ran the family business together for a brief time. But siblings feuded over control; mother eventually brokered split of assets, with Mukesh getting oil and gas and petrochemicals businesses. Still at odds with Anil over gas supply agreement; awaiting Supreme Court's final ruling. Has yet to move out of the family's high-rise, which he shares with his brother, into his new 27-story home in downtown Mumbai. Owns cricket team Mumbai Indians.",4,billionaires,29000.0,0,1.0,"{'name': 'Mukesh Ambani', 'uri': 'mukesh-ambani', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7d7829a7ea434b351ba0b6/416x416.jpg?background=000000&cropX1=206&cropX2=2043&cropY1=250&cropY2=2089'}",True,Mukesh Ambani,52.0,India,Mumbai,"petrochemicals, oil & gas",['Energy'],India,1320248192250,1320248189381,0.0,0.0,0.0,0.0,0.0,faris/5/2010/7409,4,True,9500.0,48.71794871794873,False,U,M,-400878000000.0,66.0,Ambani,Mukesh,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwssYx,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/5c7d7829a7ea434b351ba0b6/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7d7829a7ea434b351ba0b6/416x416.jpg?background=000000&cropX1=206&cropX2=2043&cropY1=250&cropY2=2089,False,,,,,,,,,,,,,,,,,
4,Billionaires,2010,3,lakshmi-mittal,"London's richest resident oversees ArcelorMittal, world's largest steelmaker. Net profits fell 75% in 2009. Mittal took 12% pay cut amid slump but improved outlook pushed stock up a third in past year. Looking to expand in his native India; wants to build steel mills in Jharkhad and Orissa but has not received government approval. Started in family steel business in India in 1970s; branched out on his own in 1994. Initially bought up steel mills on the cheap in Eastern Europe. Earned $1.1 billion for selling his interest in a Kazakh refinery in December. Sits on the boards of Goldman Sachs, EADS. Upped stake in struggling British soccer team QPR in February. Funding 400-foot sculpture to be built in London's Olympic Park in time for 2012 Olympics. Owns 12-bedroom mansion in London's posh Kensington neighborhood. Daughter-in-law Megha recently bought insolvent German fashion house Escada.",5,billionaires,28700.0,0,2.0,"{'name': 'Lakshmi Mittal', 'uri': 'lakshmi-mittal', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6345b68ac253491e1cb3f62c/416x416.jpg?background=000000&cropX1=492&cropX2=1966&cropY1=36&cropY2=1509'}",True,Lakshmi Mittal,59.0,United Kingdom,London,steel,['Metals & Mining'],India,1320248225265,1320248218519,0.0,0.0,0.0,0.0,0.0,faris/5/2010/4861,5,True,9400.0,48.704663212435236,False,U,M,-616881600000.0,66.0,Mittal,Lakshmi,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsxeJ,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/6345b68ac253491e1cb3f62c/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/6345b68ac253491e1cb3f62c/416x416.jpg?background=000000&cropX1=492&cropX2=1966&cropY1=36&cropY2=1509,False,,,,,,,,,,,,,,,,,
5,Billionaires,2010,3,larry-ellison,"Oracle founder's fortune continues to soar; shares up 70% in past 12 months. Database giant has bought 57 companies in the past five years. Completed $7.4 billion buyout of Sun Microsystems in January; acquired BEA Systems for $8.5 billion in 2008. Studied physics at U. of Chicago; didn't graduate. Started Oracle 1977; took public a day before Microsoft in 1986. Owns 52% stake in business-software company NetSuite; shares worth $480 million. Racing junkie owns 453-foot yacht Rising Sun with pal David Geffen. Won America's Cup in February, besting longtime rival billionaire Ernesto Bertarelli.",6,billionaires,28000.0,0,3.0,"{'name': 'Larry Ellison', 'uri': 'larry-ellison', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184'}",True,Larry Ellison,65.0,United States,Woodside,Oracle,['Technology                    '],United States,1347995478812,1347995550176,0.0,0.0,0.0,0.0,0.0,faris/5/2010/5574,6,True,5500.0,24.444444444444443,False,U,M,-800740800000.0,225.0,Ellison,Lawrence,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbB,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184,False,Technology,California,Oracle,CEO,"{'name': 'Oracle', 'uri': 'companies/oracle', 'title': 'CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",,,,,,,,,,,,
6,Billionaires,2010,3,bernard-arnault,"Bling is back, helping fashion icon grab title of richest European as shares of his luxury goods outfit LVMH-maker of Louis Vuitton, Moet &#38; Chandon, surge 57%. LVMH is developing upscale Shanghai commercial property, L'Avenue Shanghai, with Macau billionaire Stanley Ho. Renaissance man owns French tour operator Go Voyages, yacht builder Royal Van Lent; has a stake in French retailer Carrefour. Built Le Cheval Blanc in ski resort town of Courchevel, France, where he likes to spend New Year's Eve. Father, Jean, who died in January, made small fortune in construction; sale of that business later helped fund Arnault's move into real estate and eventually into luxury goods. Still a family affair: son Antoine, 32, and daughter Delphine, 34, sit on LVMH's board. Wife is a concert pianist; Arnault himself reported to be an excellent piano player.",7,billionaires,27500.0,0,1.0,"{'name': 'Bernard Arnault', 'uri': 'bernard-arnault', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1209&cropY2=5212'}",True,Bernard Arnault,61.0,France,Paris,LVMH,['Fashion and Retail'],France,1320248269125,1320248255392,0.0,0.0,0.0,0.0,0.0,faris/5/2010/4800,7,True,11000.0,66.66666666666669,False,U,M,-657226800000.0,123.0,Arnault,Bernard,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwslMx,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1209&cropY2=5212,False,,,,,,,,,,,,,,,,,
7,Billionaires,2010,3,eike-batista,"Vowing to become world's richest man--and he may be on his way. This year's biggest gainer added $19.5 billion to his personal balance sheet. Son of Brazil's revered former mining minister who presided over mining giant Companhia Vale do Rio Doce got his start in gold trading and mining. Insists Dad didn't help: ""All my businesses started from zero. My father was a problem for me because he never let me near Vale."" Made a pile in resources and other services, but two-thirds of his fortune comes from relatively new source, OGX, the oil-and-gas exploration company he founded in 2007 and took public a year later. Police raided his home in 2008, alleging Batista smuggled gold and unfairly influenced the acquisition of a railroad. He denied all wrongdoing, emerged unscathed. New IPO for shipbuilding business (OSX) could raise $5.6 billion later this month--world's largest IPO so far this year. Onetime champion offshore powerboat racer; formerly married to Playboy cover girl. Provided financing to Rio de Janeiro's Olympic committee, helping the city win its bid for 2016 Olympic Games.",8,billionaires,27000.0,0,1.0,"{'name': 'Eike Batista', 'uri': 'eike-batista', 'imageExists': True}",True,Eike Batista,53.0,Brazil,Rio de Janeiro,"mining, oil",['Energy'],Brazil,1320239888093,1320239876396,0.0,0.0,0.0,0.0,0.0,faris/5/2010/8850,8,True,19500.0,260.0,False,U,M,-415306800000.0,140.0,Batista,Eike,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/xzNwsa,http://onforb.es/1IR71XC,1267419600000,False,False,,,False,,,,,,,,,,,,,,,,,
8,Billionaires,2010,3,amancio-ortega,"Style maven lords over Inditex; fashion firm, which operates under several brand names including Zara, Massimo Dutti and Stradivarius, has 4,500 stores in 73 countries including new spots in Mexico and Syria. Set up joint venture with Tata Group subsidiary to enter India in 2010. Betting on Florida real estate: bought Coral Gables office tower that is currently home to Bacardi USA. Also owns a luxury apartment complex in Miami; properties in Madrid, Paris, London and Lisbon, a horse-jumping circuit, an interest in a soccer league; has investments in gas, tourism and banks. Railway worker's son started as a gofer in a shirt store. With then-wife Rosalia Mera, also a billionaire, started making dressing gowns and lingerie in living room. Shuns neckties and fanfare. Daughter Marta works for Inditex; speculation has it she's being groomed to eventually replace her father.",9,billionaires,25000.0,0,1.0,"{'name': 'Amancio Ortega', 'uri': 'amancio-ortega', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269'}",True,Amancio Ortega,73.0,Spain,La Coruna,Zara,['Fashion and Retail'],Spain,1320239907578,1320239890905,0.0,0.0,0.0,0.0,0.0,faris/5/2010/7034,9,True,6700.0,36.61202185792348,False,U,M,-1065466800000.0,200.0,Ortega,Amancio,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbq,http://onforb.es/1IR71XC,1267419600000,False,False,http://specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269,False,,,,,,,,,,,,,,,,,
9,Billionaires,2010,3,karl-albrecht,"Owns discount-supermarket giant Aldi Sud, one of Germany's (and Europe's) dominant grocers. Has 1,000 stores in U.S. across 29 states. Estimated sales: $37 billion. Plans to open New York City store this year. With younger brother, Theo, transformed mother's corner grocery store into Aldi after World War II. Brothers split ownership in 1961; Karl took the stores in southern Germany, plus the rights to the brand in the U.K., Australia and the U.S. Theo got northern Germany and the rest of Europe. Retired from daily operations. Fiercely private: little known about him other than that he apparently raises orchids and plays golf.",10,billionaires,23500.0,0,1.0,"{'name': 'Karl Albrecht', 'uri': 'karl-albrecht', 'imageExists': False}",True,Karl Albrecht,90.0,Germany,Mulheim an der Ruhr,Aldi,['Fashion and Retail'],Germany,1320239906718,1320239891609,0.0,0.0,0.0,0.0,0.0,faris/5/2010/7450,10,False,2000.0,9.302325581395337,False,U,M,-1573585200000.0,125.0,Albrecht,Karl,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1kMFbAp,http://onforb.es/1IR71XC,1267419600000,False,False,,,False,,,,,,,,,,,,,,,,,
