,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,pressRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,selfMadeRank,previousRank,thumbnail,residenceStateRegion,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,residenceMsa,numberOfSiblings,numberOfSiblingsEst,premiumProfile,embargo,investments,notableDeal,portraitImage,landscapeImage,parentListUri
0,Billionaires,2015,3,bill-gates,"Bill Gates is once again the richest person on the planet, a title he's held for 16 out of the last 21 years. He recaptured the top spot in March 2014 after a four-year run by Mexico's Carlos Slim Helu as No. 1. Early on, the stellar performance of Microsoft, which he cofounded in 1975, boosted his net worth but he's been steadily selling his shares in the software company for at least 15 years. He unloaded one third of his remaining stake over the 12 months through February 2015. That included a gift of shares worth $1.5 billion to The Bill & Melinda Gates Foundation in November 2014, which brought his lifetime giving up to $29.5 billion. Gates, who spends most of his time focused on philanthropy, laid out some decisive goals for his Bill & Melinda Gates Foundation in his annual January letter. While continuing to work on improving U.S. education and global health, the foundation is also committed to getting Africa to feed itself and wants to help spread mobile banking so that the poor can transform their lives.",1,billionaires,79200.0,Technology,0,1.0,"{'name': 'Bill Gates', 'uri': 'bill-gates', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161'}",True,Bill Gates,59.0,United States,Washington,Medina,Microsoft,['Technology'],United States,Bill & Melinda Gates Foundation,1430271450099,159,0.0,0.0,0.0,faris/5/2015/5772,1,True,3200.0,4.2105263157894655,True,U,M,-447451200000.0,225.0,Gates,Bill,The World's Billionaires,Cofounder,"{'name': 'Bill &#38; Melinda Gates Foundation', 'title': 'Cofounder', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwslMH,http://onforb.es/1IR71XC,1425272400000,False,False,8.0,1.0,http://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/280x425.jpg?fit=scale&background=000000,West,https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161,False,,,,,,,,,,,,
1,Billionaires,2015,3,carlos-slim-helu,"Carlos Slim Helu is among the four richest men in the world, despite changes in the Mexican telecom landscape, where he has prospered greatly over the past two decades. A new anti-monopoly law is driving some of the shifts. In June 2014, he spent $5.6 billion to buy out AT&T's 8.3% stake in pan-Latin American wireless carrier America Movil -- by far Slim's most valuable asset. He and his children now own 62% of the company. AT&T then became an America Movil competitor in Mexico, when it purchased wireless carrier Grupo Iusacell from Mexican billionaire Ricardo Salinas Pliego in January 2015. Outside of telecom, Slim took private his listed real estate company, Innmeubles Carso, paying minority shareholders $450 million in December 2014. A month later, he became the largest shareholder of The New York Times, with a nearly 17% stake, by exercising warrants to buy more shares. Slim also holds a controlling interest in industrial conglomerate Grupo Carso, financial venture Grupo Financiero Inbursa and infrastructure development and operating company Ideal.",2,billionaires,77100.0,Telecom,0,1.0,"{'name': 'Carlos Slim Helu & family', 'uri': 'carlos-slim-helu', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395'}",True,Carlos Slim Helu & family,75.0,Mexico,,Mexico City,telecom,['Telecom'],Mexico,Am&#233;rica M&#243;vil,1491251130821,74,0.0,0.0,0.0,faris/5/2015/4466,2,True,5100.0,7.083333333333329,True,U,M,-944420400000.0,224.0,Slim Helu,Carlos,The World's Billionaires,Honorary Chairman,"{'name': 'Am&#233;rica M&#243;vil', 'uri': 'companies/america-movil', 'title': 'Honorary Chairman', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1425272400000,False,False,,2.0,http://specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/280x425.jpg?fit=scale&background=000000,,//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,
2,Billionaires,2015,3,warren-buffett,"Warren Buffett is wealthier than ever thanks to the stellar performance of his diversified holding company, Berkshire Hathaway. Its coveted Class A stock, which is the most expensive of any public U.S. company, eclipsed $200,000 per share for the first time in August 2014. Buffett moved to 3rd richest on Forbes' 2015 list of the world's richest, up 4th richest in 2014. With dozens of subsidiaries, including in railroads, insurance and energy, Berkshire Hathaway posted $182 billion in 2013 revenue and $19.5 billion in net income. Still inking big deals, Buffett's Berkshire Hathaway bought battery maker Duracell from Procter & Gamble in November 2014 for $4.7 billion. A generous philanthropist, he bested his own giving record in July 2014, giving away Berkshire shares worth $2.8 billion, primarily to the Bill & Melinda Gates Foundation but also to his children's foundations, bringing his lifetime giving to nearly $23 billion. Buffett says his best ever investment was buying Benjamin Graham's book ""The Intelligent Investor"" in 1949. He later studied under Graham before moving home to Nebraska and acquiring a struggling textiles company in 1962, Berkshire Hathaway. In early February 2015, it was the fourth most valuable public company in the U.S. with a market capitalization of $355 billion.",3,billionaires,72700.0,Investments,0,2.0,"{'name': 'Warren Buffett', 'uri': 'warren-buffett', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082'}",True,Warren Buffett,84.0,United States,Nebraska,Omaha,Berkshire Hathaway,['Investments'],United States,Berkshire Hathaway,1430270772949,64,0.0,0.0,0.0,faris/5/2015/5381,3,True,14500.0,24.91408934707904,True,U,M,-1241467200000.0,225.0,Buffett,Warren,The World's Billionaires,CEO,"{'name': 'Berkshire Hathaway', 'uri': 'companies/berkshire-hathaway', 'title': 'CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 162500.0, 'revenueYear': 2012}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsorO,http://onforb.es/1IR71XC,1425272400000,False,False,8.0,4.0,http://specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/280x425.jpg?fit=scale&background=000000,Midwest,//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082,False,,,,,,,,,,,,
3,Billionaires,2015,3,amancio-ortega,"Zara founder Amancio Ortega is the richest man in Europe and the wealthiest retailer in the world. He started manufacturing textiles through a small family company in 1963 before cofounding Zara with his ex-wife Rosalía Mera (d. 2013) in 1975. By the mid-1980s, Ortega had expanded throughout Spain, and he opened his first store in America in 1989. As he expanded his empire, which today includes Zara, Massimo Dutti and Pull&Bear, he caught the retail establishment by surprise, limiting advertising, expanding aggressively, and controlling much of his own supply chain. Louis Vuitton fashion director Daniel Piette  once called Inditex ""possibly the most innovative and devastating retailer in the world. Ortega powered through his country's financial crisis, personally gaining $45 billion from 2009 to 2014 as  shares of Inditex defied the rest of the Spanish stock market. He stepped down as chairman of Inditex in 2011 but still hauls in more than $400 million in dividends annually. He has been plowing his spare cash into real estate investments all over the world, including Madrid, Barcelona, London, Chicago, Miami and New York, amassing a portfolio worth more than $8 billion.",4,billionaires,64500.0,Fashion & Retail,0,1.0,"{'name': 'Amancio Ortega', 'uri': 'amancio-ortega', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269'}",True,Amancio Ortega,78.0,Spain,,La Coruna,Zara,['Fashion & Retail'],Spain,,1491251129681,52,0.0,0.0,0.0,faris/5/2015/7034,4,True,500.0,0.78125,True,U,M,-1065466800000.0,200.0,Ortega,Amancio,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1425272400000,False,False,,3.0,http://specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/280x425.jpg?fit=scale&background=000000,,//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,
4,Billionaires,2015,3,larry-ellison,"Larry Ellison is arguably the first Silicon Valley tech entrepreneur to live large and fast. He never met his biological father and was raised in a middle-class Chicago home by his great aunt. After building databases for the CIA, Ellison founded database software firm Oracle in 1977 and has overseen its tremendous growth--revenues in fiscal 2014 grew to $38.3 billion. In September 2014, Ellison shocked the business world by announcing plans to step down as CEO; he is staying on as Oracle's chairman and chief technology officer. A sailing fanatic, he's the main backer of America's Cup winner Oracle Team USA. Ellison has continued to gobble up properties on the Hawaiian island of Lanai, which he bought for a reported $300 million in 2012, and is said to own every hotel room on the island.  His daughter Megan Ellison has found success as a film producer; her Annapurna Pictures produced hits like Zero Dark Thirty and American Hustle.",5,billionaires,54300.0,Technology,0,3.0,"{'name': 'Larry Ellison', 'uri': 'larry-ellison', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184'}",True,Larry Ellison,70.0,United States,California,Woodside,Oracle,['Technology'],United States,Oracle,1430270774559,59,0.0,0.0,0.0,faris/5/2015/5574,5,True,6300.0,13.125000000000014,True,U,M,-800740800000.0,225.0,Ellison,Larry,The World's Billionaires,CEO and Founder,"{'name': 'Oracle', 'uri': 'companies/oracle', 'title': 'CEO and Founder', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwskbB,http://onforb.es/1IR71XC,1425272400000,False,False,9.0,5.0,http://specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/280x425.jpg?fit=scale&background=000000,West,//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184,False,,,,,,,,,,,,
5,Billionaires,2015,3,charles-koch,"Charles and David Koch's spheres of influence span business, philanthropy and politics. The lightning-rod capitalist brothers continue to add to their empire, plunking down more than $5 billion on acquisitions in 2014. Charles has been chair of Koch Industries since 1967, overseeing massive growth of what is now the second-biggest private company in America, behind commodities giant Cargill. Their reach extends from oil pipelines, refineries and manufacturers of building materials to paper towels and even Dixie Cups. They were relative pikers in the 2014 midterm elections, spending about $2.5 million each on Republican races, but the Washington Post reported that they have exhorted their conservative compatriots to raise almost $1 billion for the 2016 presidential election. The Kochs are also active philanthropists. In mid-2014, a $25 million gift from Koch Industries and the Charles Koch Foundation to the United Negro College Fund sparked discussion on the left and right.",6,billionaires,42900.0,Diversified,0,4.0,"{'name': 'Charles Koch', 'uri': 'charles-koch', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672'}",True,Charles Koch,79.0,United States,Kansas,Wichita,diversified,['Diversified'],United States,Koch Industries,1430270768970,40,0.0,0.0,0.0,faris/5/2015/5209,6,True,2900.0,7.25,False,U,M,-1078254000000.0,225.0,Koch,Charles,The World's Billionaires,CEO,"{'name': 'Koch Industries', 'uri': 'companies/koch-industries', 'title': 'CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 115000.0, 'revenueYear': 2011}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsjVd,http://onforb.es/1IR71XC,1425272400000,False,False,5.0,6.0,http://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/280x425.jpg?fit=scale&background=000000,Midwest,https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672,False,,,,,,,,,,,,
6,Billionaires,2015,3,david-koch,"New York City's richest resident David Koch shares control of $115 billion (sales) Koch Industries with his older brother Charles. America's second largest private company, Koch Industries has interests in oil pipelines, refineries, building materials, paper towels and Dixie cups, and made more than $5 billion in acquisitions in 2014 including  inkmaker Flint Group for a reported $3 billion and PetroLogistics for $2.1 billion. The Metropolitan Museum of Art in New York dedicated the David H. Koch Plaza in September 2014, part of a $65 million renovation he funded. Koch Industries poured more than $3 million into the 2014 midterm elections. Audio recordings leaked from not-so-secret Koch-organized meetings in June 2014 revealed Republicans including Sen. Mitch McConnell (R-Ky.) laying out their strategy for thwarting Obama's legislative agenda if the Republicans gained control of the Senate in 2014, which did indeed happen. The Kochs are also active philanthropists. In mid-2014, a $25 million gift from Koch Industries and the Charles Koch Foundation to the United Negro College Fund sparked discussion on the left and right.",6,billionaires,42900.0,Diversified,0,4.0,"{'name': 'David Koch', 'uri': 'david-koch', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/416x416.jpg?background=000000&cropX1=690&cropX2=1812&cropY1=182&cropY2=1305'}",True,David Koch,74.0,United States,New York,New York,diversified,['Diversified'],United States,Koch Industries,1430270768970,77,0.0,0.0,0.0,faris/5/2015/5211,7,True,2900.0,7.25,False,U,M,-936129600000.0,225.0,Koch,David,The World's Billionaires,Executive Vice President,"{'name': 'Koch Industries', 'uri': 'companies/koch-industries', 'title': 'Executive Vice President', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 115000.0, 'revenueYear': 2011}",http://onforb.es/1IR6Yer,http://onforb.es/1zwskbu,http://onforb.es/1IR71XC,1425272400000,False,False,5.0,6.0,http://specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/280x425.jpg?fit=scale&background=000000,Northeast,//specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/416x416.jpg?background=000000&cropX1=690&cropX2=1812&cropY1=182&cropY2=1305,False,,,,,,,,,,,,
7,Billionaires,2015,3,christy-walton,"Christy Walton is the wealthiest woman the world, a title she has held for 5 out of the past six years. She married into what became the richest family in the world  -- the Waltons -- and inherited her wealth when her husband John Walton, a former Green Beret and Vietnam war medic, died in an airplane crash in 2005. She's the wealthiest of the Waltons thanks to an investment John made in solar panel maker First Solar. The bulk of her holdings are in Wal-Mart, the huge retailer founded by her father-in-law Sam Walton and his brother James in 1962. Christy received $470 million in Wal-Mart dividends after taxes in 2014. She leads a very private life in Jackson, Wyoming, but in 2013 had a rare bit of publicity when she was given an award by the Imagen Foundation for producing the film ""Bless Me, Ultima,"" based on the book by Rudolfo Anaya, who is considered the father of Chicano literature. Her son battled cancer when he was just three years old and she fought a case of pneumonia that nearly killed her, according to the Imagen Foundation.",8,billionaires,41700.0,Fashion and Retail,0,6.0,"{'name': 'Christy Walton & family', 'uri': 'christy-walton', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/f12075ee278b0ce676c90b51cc5e60d6/416x416.jpg?background=000000&cropX1=13&cropX2=744&cropY1=29&cropY2=761'}",True,Christy Walton & family,60.0,United States,Wyoming,Jackson,Wal-Mart,['Fashion and Retail'],United States,Children's Scholarship Fund,1430270768139,25,0.0,0.0,0.0,faris/5/2015/7747,8,True,5000.0,13.623978201634884,False,U,F,-473367600000.0,225.0,Walton,Christy,The World's Billionaires,Co-Chair,"{'name': ""Children's Scholarship Fund"", 'title': 'Co-Chair', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwskbA,http://onforb.es/1IR71XC,1425272400000,False,False,1.0,9.0,http://specials-images.forbesimg.com/imageserve/f12075ee278b0ce676c90b51cc5e60d6/280x425.jpg?fit=scale&background=000000,South,//specials-images.forbesimg.com/imageserve/f12075ee278b0ce676c90b51cc5e60d6/416x416.jpg?background=000000&cropX1=13&cropX2=744&cropY1=29&cropY2=761,False,,,,,,,,,,,,
8,Billionaires,2015,3,jim-walton,"Jim Walton, a board member of Wal-Mart, is the youngest child of the superstore's legendary founder Sam Walton. The company generated $473 billion in 2014 revenues from with more than 11,000 stores in 27 countries. In February 2015, Wal-Mart announced it would raise its wages in the U.S. to at least $9 an hour in 2015 and at least $10 an hour in 2016. Labor advocates had called for a jump to $15 an hour. Outside of Wal-Mart, Jim Walton is chairman and CEO of the family-founded Arvest Bank, which has branches in Arkansas, Kansas, Oklahoma and Missouri. The bank has assets of nearly $15 billion and had net profits of nearly $130 million in 2013.",9,billionaires,40600.0,Fashion and Retail,0,7.0,"{'name': 'Jim Walton', 'uri': 'jim-walton', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/416x416.jpg?background=000000&cropX1=49&cropX2=934&cropY1=65&cropY2=951'}",True,Jim Walton,67.0,United States,Arkansas,Bentonville,Wal-Mart,['Fashion and Retail'],United States,"Arvest Bank Group, Inc.",1430270772950,36,0.0,0.0,0.0,faris/5/2015/5720,9,True,5900.0,17.00288184438041,False,U,M,-694292400000.0,225.0,Walton,Jim,The World's Billionaires,Chairman and CEO,"{'name': 'Arvest Bank Group, Inc.', 'title': 'Chairman and CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsnnU,http://onforb.es/1IR71XC,1425272400000,False,False,2.0,10.0,http://specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/280x425.jpg?fit=scale&background=000000,South,//specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/416x416.jpg?background=000000&cropX1=49&cropX2=934&cropY1=65&cropY2=951,False,,,,,,,,,,,,
9,Billionaires,2015,3,liliane-bettencourt,"L'Oreal grand dame Liliane Bettencourt grew even richer in 2014 thanks to a deal in which she purchased an additional 8% stake in the cosmetics empire from Nestle, raising her and her family's chunk of L'Oreal stock to 33%. Her father, Eugene Schueller, founded L'Oreal in 1907. Bettencourt has not been involved in running the company for several years; a legal battle with her daughter Françoise Bettencourt Meyers proved Liliane unfit to manage affairs in 2011. The elderly widow, who suffers from dementia, was replaced on the company's board by her 25-year-old grandson Jean-Victor Meyers in 2012. A trial of ten people who allegedly stole hundreds of millions of euros from Bettencourt began in January 2015. She remains the richest woman in Europe.",10,billionaires,40100.0,Fashion & Retail,0,1.0,"{'name': 'Liliane Bettencourt & family', 'uri': 'liliane-bettencourt', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741'}",True,Liliane Bettencourt & family,92.0,France,,Paris,L'Oreal,['Fashion & Retail'],France,,1491251129673,8,0.0,0.0,0.0,faris/5/2015/4570,10,True,5600.0,16.23188405797103,False,U,F,-1489431600000.0,123.0,Bettencourt,Liliane,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1425272400000,False,False,,11.0,http://specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/280x425.jpg?fit=scale&background=000000,,//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,
