,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,state,previousRank,csfDisplayFields,suppressOnProfiles,notableDeal,numberOfSiblings,numberOfSiblingsEst,residenceStateRegion,residenceMsa,premiumProfile,embargo,investments,portraitImage,landscapeImage,selfMadeRank
0,Billionaires,2013,3,carlos-slim-helu,"Carlos Slim Helu is the world's richest man for the fourth year in a row. He clocks in at $4 billion more than a year ago, thanks to surging stock prices at his financial arm, Grupo Financiero Inbursa, and at his Grupo Carso industrial and retail giant. Pan-Latin American mobile telecom outfit America Movil remains his most valuable holding at $36.3 billion; the company spread its wings to Europe in the past year, buying pieces of Dutch telecom company KPN and Telekom Austria. Other listed companies focus on mining, real estate and infrastructure. Slim does not hold an executive position at any of the companies he controls, but remains engaged and advises on strategy. He put his sons, Carlos, Marco Antonio and Patrick, in charge of the industrial, finance and telecom companies he controls.In September America Movil bought stakes in two Mexican professional soccer teams; in November Slim bought a majority of struggling Spanish soccer team Real Oviedo. Early 2013 saw a surge in Slim's philanthropic activity. The Carlos Slim Foundation pledged to translate into Spanish 1,000 videos from the Khan Academy education nonprofit website. Slim also hosted Bill Gates in late February; the two men announced they are funding research to improve farmers' yields and reduce hunger.",1,billionaires,73000.0,Telecom,0,1.0,"{'name': 'Carlos Slim Helu & family', 'uri': 'carlos-slim-helu', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395'}",True,Carlos Slim Helu & family,73.0,Mexico,Mexico City,telecom,['Telecom'],Mexico,Am&#233;rica M&#243;vil,1383245892421,68,0.0,0.0,0.0,0.0,0.0,faris/5/2013/4466,1,True,4000.0,5.79710144927536,True,U,M,-944420400000.0,224.0,Slim Helu,Carlos,The World's Billionaires,Honorary Chairman,"{'name': 'Am&#233;rica M&#243;vil', 'uri': 'companies/america-movil', 'title': 'Honorary Chairman', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsjo9,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395,False,,,,,,,,,,,,,,,
1,Billionaires,2013,3,bill-gates,"Bill Gates, the world's most generous person, says that as long as he helps eradicate deadly diseases like polio and malaria, he doesn't care if he's forgotten after his death. Not that there's any chance of that: Gates has already given more than $28 billion, but said in his fifth annual letter for the Bill & Melinda Gates Foundation that the total amount invested is less important than precise measures of impact, like child mortality rates. Gates has been spreading his gospel to other billionaires near and far: he and good friend Warren Buffett recently added 12 non-Americans to their Giving Pledge, including the U.K.'s Richard Branson and India's Azim Premji, bumping the total to 105 high net worth individuals. He also partnered with Carlos Slim to build a new $25 million agricultural research center in Mexico. Gates' net worth increased $6 billion to $67 billion in the past year - with no help from the company he cofounded, Microsoft, in which he still has a 5% stock. Most of his fortune these days is spread across private equity, bonds, and stocks like hygiene tech firm Ecolab, Mexican TV broadcaster Televisa, and Latin America's largest beverage company FEMSA. In February, Gates said the only thing left on his bucket list was, ""Don't die.""",2,billionaires,67000.0,Technology,0,1.0,"{'name': 'Bill Gates', 'uri': 'bill-gates', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161'}",True,Bill Gates,57.0,United States,Medina,Microsoft,['Technology'],United States,Bill & Melinda Gates Foundation,1383245893375,155,0.0,0.0,0.0,0.0,0.0,faris/5/2013/5772,2,True,6000.0,9.836065573770497,True,U,M,-447451200000.0,225.0,Gates,Bill,The World's Billionaires,Co-Chair,"{'name': 'Bill &#38; Melinda Gates Foundation', 'title': 'Co-Chair', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwslMH,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161,False,Washington,,,,,,,,,,,,,,
2,Billionaires,2013,3,amancio-ortega,"Spain's Amancio Ortega is the year's biggest gainer, up $19.5 billion. He moves into the top three among the world's richest for the first time. He stepped down as chairman of Inditex, best known for its Zara brand, in 2011, but still owns nearly 60% of its shares, which soared 50% year-over-year on record profits. Ortega also has a real estate portfolio, much of it acquired at bargain prices during the financial downturn, estimated to be worth more than $4 billion. Among his properties: the iconic Torre Picasso, a 43-story skyscraper in Madrid (Google is a tenant), which he purchased from billionaire Esther Koplowitz in 2011. He also owns buildings in Madrid, London, Chicago, San Francisco and New York. A railway worker's son, he started as a gofer in a shirt store. With then-wife Rosalia Mera, also a billionaire, he started making dressing gowns and lingerie in their living room. In December 2012, Spanish media reported that Ortega paid half a million dollars to prevent paparazzi from publishing photos of his daughter Marta and her equestrian husband Sergio Alvarez on their honeymoon in Cambodia and Australia. Marta, who works for Inditex, is reportedly expecting a baby boy.",3,billionaires,57000.0,Fashion & Retail,0,1.0,"{'name': 'Amancio Ortega', 'uri': 'amancio-ortega', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269'}",True,Amancio Ortega,76.0,Spain,La Coruna,Zara,['Fashion & Retail'],Spain,,1491251131582,48,0.0,,0.0,,0.0,faris/5/2013/7034,3,True,19500.0,52.0,True,U,M,-1065466800000.0,200.0,Ortega,Amancio,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1362373200000,False,False,http://specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269,False,,5.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,
3,Billionaires,2013,3,warren-buffett,"Warren Buffett struck again in February, announcing a deal with Brazilian billionaire Jorge Paulo Lemann's 3G Capital to snap up iconic ketchup producer H.J. Heinz Co. for $23.2 billion. It wasn't the only deal for Buffett's Berkshire Hathaway lately. In November 2012 Berkshire acquired Omaha-based party supplier Oriental Trading Co. and in December 2012 the company purchased $1.2 billion of its own stock from ""the estate of a longtime shareholder."" Buffett completed radiation treatment for prostate cancer last summer, five months after he notified Berkshire Hathaway shareholders of his condition, assuring them that it was ""not remotely life-threatening."" Still, he has gotten his house in order: In December 2011 he chose his farmer son, Howard, as the future non-executive chairman and ""guardian of the firm's values."" In February 2012 he said he'd picked his CEO replacement but has declined to give a name. Buffett has also been busy expanding his philanthropy. He gave $1.5 billion to the Gates Foundation in July 2012, bringing his lifetime giving to nearly $17.3 billion. On his birthday in August 2012 Buffett pledged $3 billion of stock to his children's foundations. After studying under Benjamin Graham at Columbia Business School, Buffett offered to work for his former professor's investment partnership, Graham-Newman Corporation, for free. According to Buffett, ""he turned me down as overvalued."" It was only after several years of ""pestering"" that the father of value investing agreed to take on the younger man in 1954. When Graham retired two years later, Buffett returned to Nebraska to launch his own partnership. In 1962 Buffett began buying up shares of a struggling textile company called Berkshire Hathaway. Though Buffett has called Berkshire ""the dumbest stock"" he ever bought, the firm has long since shed its textile assets and today serves as Buffett's famed investment vehicle.",4,billionaires,53500.0,Investments,0,2.0,"{'name': 'Warren Buffett', 'uri': 'warren-buffett', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082'}",True,Warren Buffett,82.0,United States,Omaha,Berkshire Hathaway,['Investments'],United States,Berkshire Hathaway,1383245893843,61,0.0,0.0,0.0,0.0,0.0,faris/5/2013/5381,4,True,9500.0,21.59090909090908,True,U,M,-1241467200000.0,225.0,Buffett,Warren,The World's Billionaires,CEO,"{'name': 'Berkshire Hathaway', 'uri': 'companies/berkshire-hathaway', 'title': 'CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 162500.0, 'revenueYear': 2012}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsorO,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5babb7f1a7ea4342a948b79a/416x416.jpg?background=000000&cropX1=748&cropX2=3075&cropY1=1753&cropY2=4082,False,Nebraska,,,,,,,,,,,,,,
4,Billionaires,2013,3,larry-ellison,"In the past year, Larry Ellison, America's third richest man, has been on a real estate buying spree. In June, he bought 98% of the Hawaiian island of Lanai from David Murdock. That purchase, for a reported $500 million or more, gave Ellison almost all of the 141-square mile island, including two resort hotels and a housing development. Adding to his real estate purchases, Ellison has also been active in the Los Angeles mansion market, purchasing two Malibu homes in October and January for a combined $55 million. Ellison can afford all of it, too. As of February, his shares of Oracle are up more than 20% year-over-year. Most recently, Ellison, long an admirer of NBA basketball franchises, was rumored to be exploring a deal to purchase the Sacramento Kings to prevent them from moving to Seattle. Ellison's other passion, yachting, will make its way into San Francisco this year as the 2013 America's Cup race lands in the city. Ellison, who signed on to the Gates-Buffett Giving Pledge in 2010, has thus far donated $445 million, mostly via Oracle stock, to his Ellison Medical Foundation, which supports research on aging and age-related diseases. His latest gift to the foundation was 1.6 million shares of Oracle--worth $45 million--in April 2012.",5,billionaires,43000.0,Technology,0,3.0,"{'name': 'Larry Ellison', 'uri': 'larry-ellison', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184'}",True,Larry Ellison,68.0,United States,Woodside,Oracle,['Technology'],United States,Oracle,1383245911203,56,0.0,0.0,0.0,0.0,0.0,faris/5/2013/5574,5,True,7000.0,19.444444444444443,True,U,M,-800740800000.0,225.0,Ellison,Larry,The World's Billionaires,CEO,"{'name': 'Oracle', 'uri': 'companies/oracle', 'title': 'CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1zwskbB,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e8b62cfc095010007bffea0/416x416.jpg?background=000000&cropX1=0&cropX2=4529&cropY1=652&cropY2=5184,False,California,,,,,,,,,,,,,,
5,Billionaires,2013,3,charles-koch,"The world's sixth-richest person (tied with brother David) built his fortune around refining and chemicals, the right places to be last year amid falling natural-gas prices and recovering demand. Koch Industries, with an estimated $115 billion in sales, climbed more than $20 billion in value, mostly on surging refining profits but also improving operations at Koch's large Georgia-Pacific unit. Things didn't go so well on the political front: Charles, a die-hard libertarian, failed in his quest to unseat President Barack Obama as president.",6,billionaires,34000.0,Diversified,0,4.0,"{'name': 'Charles Koch', 'uri': 'charles-koch', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672'}",True,Charles Koch,77.0,United States,Wichita,diversified,['Diversified'],United States,Koch Industries,1383245899765,37,0.0,0.0,0.0,0.0,0.0,faris/5/2013/5209,6,True,9000.0,36.0,False,U,M,-1078254000000.0,225.0,Koch,Charles,The World's Billionaires,CEO,"{'name': 'Koch Industries', 'uri': 'companies/koch-industries', 'title': 'CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 115000.0, 'revenueYear': 2011}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsjVd,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672,False,Kansas,,,,,,,,,,,,,,
6,Billionaires,2013,3,david-koch,"Tied with older brother Charles as the world's sixth-richest person, David runs the chemical equipment side of Koch Industries from his home in New York. His wealth climbed $9 billion last year, mostly on surging refining and chemical profits as the price of natural gas, an important feedstock, fell. More active than Charles in politics, he bet a lot on ejecting Barack Obama from the White House and lost  -- ""bitterly disappointing,"" he told Forbes in an interview after the election -- but he isn't giving up on his project to drive down government spending and increase economic freedom. ""We're not going to roll over and play dead,"" he told Forbes. He has given away more than $1 billion over his lifetime, including $395 million for medical research since 1998.",6,billionaires,34000.0,Diversified,0,4.0,"{'name': 'David Koch', 'uri': 'david-koch', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/416x416.jpg?background=000000&cropX1=690&cropX2=1812&cropY1=182&cropY2=1305'}",True,David Koch,72.0,United States,New York,diversified,['Diversified'],United States,Koch Industries,1383245899500,74,0.0,0.0,0.0,0.0,0.0,faris/5/2013/5211,7,True,9000.0,36.0,False,U,M,-936129600000.0,225.0,Koch,David,The World's Billionaires,Executive Vice President,"{'name': 'Koch Industries', 'uri': 'companies/koch-industries', 'title': 'Executive Vice President', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 115000.0, 'revenueYear': 2011}",http://onforb.es/1IR6Yer,http://onforb.es/1zwskbu,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/416x416.jpg?background=000000&cropX1=690&cropX2=1812&cropY1=182&cropY2=1305,False,New York,,,,,,,,,,,,,,
7,Billionaires,2013,3,li-ka-shing,"Asia's richest person Li Ka-shing added $5.5 billion to his fortune as shares of his biggest holdings, Cheung Kong, Hutchison Whampoa and Husky Energy, all jumped 10% or more. He scooped up another $860 million in dividends in 2012. At age 84, Li still oversees one of the world's most far-reaching empires with 260,000 employees in 52 countries. Li controlled companies bought British gas supplier Wales & West Utilities for $1 billion in October; his third utilities acquisition in the U.K. in 24 months. He now supplies gas to a quarter of all Brits. Last summer Li officially announced his succession plans, positioning his elder son Victor to take over management and control of the publicly traded assets. Son Richard, also a billionaire who runs his own businesses, will get cash and help on deals. The elder Li is also an investor in Facebook, Spotify, social TV platform Stevie, Kaiima, Everything.Me and Hola.org Kaiima, Everything.Me and Hola.org.",8,billionaires,31000.0,Diversified,0,1.0,"{'name': 'Li Ka-shing', 'uri': 'li-ka-shing', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105'}",True,Li Ka-shing,84.0,Hong Kong,Hong Kong,diversified,['Diversified'],Hong Kong,Hutchison Whampoa,1383245898640,67,0.0,0.0,0.0,0.0,0.0,faris/5/2013/4812,8,True,5500.0,21.568627450980387,True,U,M,-1311278400000.0,227.0,Li,Ka-shing,The World's Billionaires,Chairman,"{'name': 'Hutchison Whampoa', 'uri': 'companies/hutchison-whampoa', 'title': 'Chairman', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 31300.0, 'revenueYear': 2012}",http://onforb.es/1IR6Yer,http://onforb.es/1zwsqzV,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105,False,,,,,,,,,,,,,,,
8,Billionaires,2013,3,liliane-bettencourt,"At age 90, Liliane Bettencourt is the world's richest woman, and returns to the top ten wealthiest for the first time since 1999. She and her family own more than 30% of L'Oreal, which her father founded. They've gotten far richer this year, thanks to a boost in the French cosmetics powerhouse's stock. However she had her fortune placed under the guardianship of her daughter Francoise Bettencourt-Meyers in 2011 following a very public three-year legal battle. The elderly widow, who suffers from dementia, was replaced on the company's board by her 25-year-old grandson Jean-Victor Meyers in February 2012. The family has waged numerous legal battles against one another. In 2008, Bettencourt-Meyers petitioned courts to investigate a reported $1 billion in cash and gifts her mother allegedly gave to a friend, Francois-Marie Banier, a well-known photographer, writer and painter. Francoise claimed, and Liliane hotly denied, that Banier had taken advantage of her mother.",9,billionaires,30000.0,Fashion & Retail,0,1.0,"{'name': 'Liliane Bettencourt & family', 'uri': 'liliane-bettencourt', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741'}",True,Liliane Bettencourt & family,90.0,France,Paris,L'Oreal,['Fashion & Retail'],France,,1491251131580,6,0.0,,0.0,,0.0,faris/5/2013/4570,9,True,6000.0,25.0,False,U,F,-1489431600000.0,123.0,Bettencourt,Liliane,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1362373200000,False,False,http://specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741,False,,15.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,
9,Billionaires,2013,3,bernard-arnault,"The world's most influential tastemaker, Bernard Arnault fell from No. 4 in the world to No. 10 not because his luxury goods powerhouse LVMH dropped in value - its shares were up 6% in fact - but due to more information on his ownership stake and a revised valuation method. Another factor: His fortune is mostly held in Christian Dior, which has a 41% stake in LVMH and trades at a near 20% discount to the underlying shares. Arnault denied reports that his request for Belgian citizenship last year was related to the country's tax regime, but it nevertheless sparked a debate about France's taxes on the rich. It was announced in October that he will be knighted for his services in the U.K. He is opening his new museum, the Louis Vuitton Foundation for Creation, designed by Frank Gehry, by the end of this year. Arnault apparently wooed his wife, Helene Mercier, a concert pianist, by playing Chopin and other classical composers.",10,billionaires,29000.0,Fashion and Retail,0,2.0,"{'name': 'Bernard Arnault & family', 'uri': 'bernard-arnault', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1209&cropY2=5212'}",True,Bernard Arnault & family,64.0,France,Paris,LVMH,['Fashion and Retail'],France,LVMH Moet Hennessy Louis Vuitton,1383245905562,51,0.0,0.0,0.0,0.0,0.0,faris/5/2013/4800,10,True,-12000.0,-29.268292682926827,False,D,M,-657226800000.0,123.0,Arnault,Bernard,The World's Billionaires,Chairman and CEO,"{'name': 'LVMH Moet Hennessy Louis Vuitton', 'uri': 'companies/lvmh-moet-hennessy-louis-vuitton', 'title': 'Chairman and CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False, 'revenue': 38200.0, 'revenueYear': 2012}",http://onforb.es/1IR6Yer,http://onforb.es/1zwslMx,http://onforb.es/1IR71XC,1364270400000,False,False,http://specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1209&cropY2=5212,False,,,,,,,,,,,,,,,
